,00:00:00,00:15:00,00:30:00,00:45:00,01:00:00,01:15:00,01:30:00,01:45:00,02:00:00,02:15:00,02:30:00,02:45:00,03:00:00,03:15:00,03:30:00,03:45:00,04:00:00,04:15:00,04:30:00,04:45:00,05:00:00,05:15:00,05:30:00,05:45:00,06:00:00,06:15:00,06:30:00,06:45:00,07:00:00,07:15:00,07:30:00,07:45:00,08:00:00,08:15:00,08:30:00,08:45:00,09:00:00,09:15:00,09:30:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00
2020-01-04,0.013416479958428276,0.016540322833591036,0.017003949483235678,0.017859427134195964,0.016177999708387587,0.014116031858656142,0.016595481236775716,0.01757260110643175,0.015414036644829644,0.016199350357055664,0.014913938310411242,0.016868335935804578,0.01606154759724935,0.015800531175401474,0.015467039744059245,0.014208667543199327,0.01723902808295356,0.015406295988294813,0.01815410402086046,0.01617168320549859,0.015987904866536458,0.01606071048312717,0.016598384645250108,0.013713242212931315,0.013674523035685221,0.013138886557685005,0.016552511850992838,0.01644547674391005,0.014954245885213217,0.01351276715596517,0.014744484159681532,0.015601823594835069,0.014810125562879774,0.013626198238796659,0.013920797771877713,0.014627353880140517,0.016272463268703883,0.014510873158772787,0.014191514121161567,0.013789456685384114,0.014819629457261826,0.01576515409681532,0.014918814765082465,0.014458999633789063,0.013640064663357205,0.014516326056586372,0.01494025018480089,0.015930506388346356,0.012701743443806967,0.013749237060546876,0.01495269775390625,0.015642982059054903,0.015554459889729817,0.015453725390964084,0.014298596911960178,0.016206733915540908,0.014384603500366211,0.013747518327501086,0.013695338567097981,0.014232372707790798,0.01687975777520074,0.016176279915703667,0.016476819780137805,0.015349750518798827,0.013986114925808377,0.016254470613267687,0.016716214285956488,0.015103368759155274,0.014393248028225369,0.013388730155097114,0.014959730572170682,0.01611173735724555,0.016877097023857965,0.01605340215894911,0.01452220704820421,0.015235735575358072,0.020376565721299915,0.01634457270304362,0.015982256995307073,0.016428682539198134,0.018443113962809246,0.016439861721462674,0.017837613423665365,0.016004051632351347,0.015320203569200304,0.017083205117119683,0.017642012702094183,0.017924777136908637,0.016911314858330622,0.017077578438652888,0.01800151613023546,0.017544451819525825,0.016428900824652776,0.014312434726291233,0.015144924587673612,0.01710209952460395
2020-01-05,0.017001821729871962,0.017951047685411243,0.016451869540744356,0.017761025958591036,0.018403029971652562,0.01558760854932997,0.015884358088175454,0.015121849907769097,0.013974606196085612,0.01899564954969618,0.017019147872924804,0.016361400816175674,0.0150655640496148,0.016649710337320964,0.015535633299085829,0.017313557730780707,0.015681788126627603,0.016080504523383245,0.01576976564195421,0.017499940660264758,0.016034824583265515,0.015454097323947483,0.013783873452080622,0.015458811653984918,0.014409665001763237,0.01600854343838162,0.015381222830878364,0.014773777855767145,0.016001246770222983,0.016097952524820963,0.015528186162312826,0.014084604051378038,0.013644140031602648,0.014329556359185112,0.015533120897081164,0.015047298007541232,0.015355011622111003,0.01657782342698839,0.01701769298977322,0.013860016928778755,0.014664550357394748,0.014624225828382704,0.013124749925401476,0.015703422758314343,0.014740666283501519,0.015057651731703016,0.014154826270209418,0.019804842207166884,0.013891469107733832,0.014730161031087239,0.013603777355617947,0.015043730205959744,0.015149667527940539,0.015498926374647353,0.014713378482394748,0.01518572277492947,0.012353958553738064,0.014781095716688368,0.014787079493204753,0.015209353764851889,0.015147048102484809,0.015074748992919922,0.015164236492580838,0.015704321331448026,0.017078206804063585,0.01422464582655165,0.013791803783840604,0.014812474780612522,0.01522732416788737,0.014394452836778428,0.015644973119099934,0.015431909561157227,0.018397032419840496,0.01484590212504069,0.014905892478095161,0.014895495308770074,0.016820122400919596,0.01482034683227539,0.016774535708957247,0.01458351665072971,0.01603271378411187,0.0169396177927653,0.016986700693766277,0.01661606894599067,0.016142952177259657,0.014254403644137912,0.017660563786824544,0.01579970465766059,0.01654182646009657,0.014994929631551107,0.014953133265177408,0.01692590289645725,0.016423879199557834,0.01710703214009603,0.013927603827582465,0.016420003043280708
2020-01-11,0.018019417656792536,0.016887587441338434,0.015777487225002714,0.015087420145670574,0.01741286595662435,0.01792143291897244,0.017519844902886286,0.01635327763027615,0.014784076478746203,0.01662544674343533,0.01734137535095215,0.016094130410088434,0.01620326042175293,0.015784967210557724,0.021182244618733723,0.01938511742485894,0.015435385174221463,0.015685518052842882,0.01631941583421495,0.017007745107014974,0.01676886240641276,0.018174334632025824,0.016432543860541448,0.014781553480360242,0.015998667611016166,0.01701651679144965,0.01532043668958876,0.013563311894734701,0.013532296286688911,0.015415480931599935,0.013871119817097982,0.016585314008924695,0.016234139336480036,0.015380485322740342,0.016010590659247505,0.015156067742241753,0.015612995359632703,0.013465229670206707,0.01808609856499566,0.013262294133504231,0.013971723980373807,0.016488699383205838,0.015961667166815862,0.016371359295315212,0.016626912222968207,0.014757468965318469,0.015334251191880968,0.01492264535692003,0.014680216047498916,0.014261207580566405,0.013508743709988065,0.016729122797648113,0.016835401323106555,0.01570884386698405,0.01766698413425022,0.01763353983561198,0.016751697328355578,0.015891313552856445,0.01671224594116211,0.013970837063259548,0.014492647382948134,0.015413199530707465,0.018486523098415798,0.016359519958496094,0.015303060743543836,0.014255250295003255,0.01624717394510905,0.01617449018690321,0.01621533711751302,0.016687209871080185,0.013792878256903755,0.01646100891960992,0.017439371744791668,0.016255328920152454,0.01619256231519911,0.018786457909478083,0.01672686470879449,0.017362083858913847,0.017861696879069012,0.01786420610215929,0.016442533069186742,0.016200292375352646,0.015896328820122613,0.01698354297214084,0.01626811663309733,0.015403855641682942,0.016320260365804036,0.018370051913791232,0.017491591771443684,0.018713160620795356,0.015669098960028754,0.017125114864773222,0.016610241995917426,0.016236920886569552,0.015568808449639215,0.01607712745666504
2020-01-12,0.016695983674791123,0.018211121029324002,0.017690761354234485,0.01609266916910807,0.016664929919772677,0.016918577618069117,0.01804965549045139,0.017710260815090605,0.014603676266140408,0.017303455140855576,0.01719402101304796,0.017085835138956704,0.01636538823445638,0.01644996854994032,0.015734338760375978,0.01797822740342882,0.015687165790134006,0.017820394304063587,0.017027970419989692,0.017601143519083658,0.01601703431871202,0.017488569683498805,0.014883913464016385,0.014555479685465495,0.015246575673421223,0.0164668517642551,0.015575767093234593,0.01568674193488227,0.014459971321953667,0.016071028179592557,0.014917829301622179,0.015337681240505642,0.014492528703477647,0.013491143120659722,0.014398717880249023,0.017284097671508788,0.015902827580769857,0.01454426129659017,0.015405792660183376,0.014538935555352106,0.016561848322550456,0.014093140496148003,0.012839887407090928,0.013967999352349176,0.01581676059299045,0.016813296212090385,0.015625519222683376,0.016470778783162436,0.013967935774061415,0.016130894554985894,0.015221811930338542,0.015981243981255427,0.014293927086724176,0.016050524181789823,0.015140552520751954,0.016769094467163084,0.015030659569634331,0.016184054480658638,0.01620478630065918,0.016136049694485136,0.017100678549872503,0.01542340808444553,0.016449523501925998,0.016114316516452367,0.01968822267320421,0.01873023139105903,0.014915731218126085,0.012390391031901041,0.014549714194403754,0.015887857013278536,0.016364622116088866,0.01527467515733507,0.014760922325981987,0.016161301930745442,0.01911765840318468,0.015371948877970377,0.01611490355597602,0.01625271479288737,0.01650443500942654,0.01641384548611111,0.016657051510281032,0.016493635177612306,0.016792915132310654,0.017239896986219617,0.017827845679389106,0.017794002956814235,0.015396419101291232,0.015673740175035266,0.016580574247572158,0.01664870580037435,0.017017893261379667,0.016057245466444228,0.015100753572252061,0.016527236302693683,0.01711075782775879,0.01562633302476671
2020-01-18,0.017622527016533746,0.017971570756700302,0.014985933303833007,0.01769638591342502,0.016348197725084092,0.0158613035413954,0.01531182712978787,0.016171241336398655,0.017240062289767794,0.018229772779676648,0.015964703030056423,0.01862481223212348,0.017235833273993598,0.018071876102023654,0.015313486523098416,0.017028396394517687,0.016685702006022134,0.01630372365315755,0.017614559597439235,0.016146953370836045,0.01760811487833659,0.014905579884847005,0.015133177439371745,0.016224103503757054,0.015710968441433378,0.013516999350653754,0.015007610321044923,0.013844109641181098,0.016342767079671226,0.013010485967000326,0.013423116472032336,0.01498034053378635,0.018295021057128907,0.015059282514784071,0.01731768078274197,0.014635146458943685,0.015731838014390733,0.01821928448147244,0.03442492802937826,0.033962201012505425,0.03390443378024631,0.036067767673068574,0.03566675821940104,0.03823555840386285,0.03201483408610026,0.034600618150499134,0.033719541761610246,0.035068287319607205,0.034043473137749566,0.03463071611192491,0.03780910068088108,0.037572432623969185,0.035144708421495224,0.03843143886990017,0.03538270526462131,0.03893166859944661,0.033366650475396054,0.037743759155273435,0.03723026275634766,0.04070262485080295,0.04220348782009549,0.038434295654296874,0.038104739718967016,0.04022340562608507,0.039435170491536456,0.03932751973470052,0.03738209618462457,0.03947130415174696,0.03835087670220269,0.038625191582573784,0.03998241424560547,0.03625250498453776,0.03849235110812717,0.038464444478352865,0.038595551384819876,0.03519482082790799,0.03963670518663195,0.03767290327284071,0.03878018697102865,0.037478870815700956,0.019085152943929037,0.01788389205932617,0.017279338836669923,0.018570969899495443,0.018608197106255425,0.018382646772596573,0.019375262790256077,0.018081256018744576,0.01847946802775065,0.016591742833455405,0.017667712105645075,0.01842323727077908,0.016101078457302517,0.02068895975748698,0.01943772421942817,0.019093555874294704
2020-01-19,0.017199633916219075,0.016183159086439344,0.018584399753146703,0.018381006452772353,0.015953750610351564,0.015985842810736763,0.01967863294813368,0.019507069057888456,0.018656919267442493,0.016147645314534505,0.01807654062906901,0.0188703982035319,0.017630731794569227,0.017909539540608723,0.018785629272460937,0.018090438842773438,0.016596961551242406,0.01949356926812066,0.01740452978346083,0.016119811799791123,0.01817223654852973,0.01793314403957791,0.018765665690104166,0.015160784191555447,0.015622175004747179,0.016563809712727865,0.017562988069322376,0.015409205754597982,0.01580169889662001,0.017364826202392578,0.017747614118787978,0.01677869478861491,0.016056344774034288,0.016572984059651692,0.014484714931911892,0.015129702885945638,0.014515712526109484,0.016909353468153213,0.01620866881476508,0.01596263673570421,0.01762348704867893,0.0176767635345459,0.015620554818047418,0.01467007531060113,0.013975553512573242,0.015570481618245443,0.01572480943467882,0.015115922292073567,0.01523826281229655,0.017042820188734268,0.016888646019829645,0.015085109074910482,0.016256315443250867,0.015453240076700847,0.014824557834201389,0.01699686050415039,0.013995673921373155,0.016621581183539496,0.015343928866916233,0.0163609684838189,0.016828539106580945,0.016809269587198892,0.015928685930040147,0.015144497553507486,0.01490541246202257,0.016190339194403755,0.014061483807033962,0.01658962461683485,0.014882052739461263,0.016328738530476887,0.015004642274644639,0.014863787757025824,0.018022174835205077,0.0152828311920166,0.0151843081580268,0.015290271970960828,0.01704305118984646,0.018732418484157985,0.017406762440999347,0.01715831544664171,0.01638993157280816,0.015999357435438368,0.01698062260945638,0.018507366180419923,0.018945687611897785,0.01669007937113444,0.018471143510606552,0.017086654239230687,0.018687909444173176,0.01651945537990994,0.01905373043484158,0.015472548802693685,0.016475068198310003,0.01789989259507921,0.01834085888332791,0.016988336775037978
2020-01-25,0.0159781371222602,0.016533242331610784,0.01811894310845269,0.021161511739095053,0.017312538358900283,0.015010497834947375,0.016342238320244683,0.01619031376308865,0.015398775736490886,0.014595571094089084,0.0196563720703125,0.017267047034369574,0.016604605780707465,0.017398128509521483,0.01524009280734592,0.01737727165222168,0.0126677672068278,0.018634262084960936,0.015950769848293727,0.017554942237006294,0.015963751475016275,0.017512380811903212,0.01918836169772678,0.015015410317314995,0.01269581052992079,0.019401122199164497,0.018064456515842015,0.01948408762613932,0.017595056957668727,0.01798394944932726,0.018955858018663195,0.01816285875108507,0.018814580705430774,0.018060779571533202,0.018344300587972005,0.020092076195610892,0.014058655632866754,0.01458602163526747,0.012129248513115778,0.01395748880174425,0.015215519799126519,0.013658183415730794,0.015516751607259115,0.013018737369113497,0.015625995000203452,0.014277060826619467,0.012600568135579427,0.013671652475992838,0.013263527552286785,0.0159450806511773,0.01339064810011122,0.016502819061279296,0.014546162287394205,0.015922204123602974,0.015513295067681206,0.01603269788953993,0.011989362504747178,0.01588512632581923,0.013791490130954319,0.016075789133707684,0.01774045732286241,0.013936370213826498,0.01766784879896376,0.017989362080891927,0.016745445463392468,0.015157615873548719,0.014328063329060873,0.013267075220743815,0.017011683781941733,0.01656116485595703,0.014849803712632921,0.016375303268432617,0.017872621748182507,0.016250749164157443,0.013138370513916016,0.017343196868896484,0.01311930020650228,0.017426670922173395,0.01662475479973687,0.01737471262613932,0.016411697599622938,0.017355760998196072,0.016718245612250434,0.01642080412970649,0.01764351632859972,0.01860967212253147,0.015773181915283204,0.018608868916829426,0.01776809056599935,0.015952149497138128,0.01823370615641276,0.019055790371365018,0.01711627854241265,0.01686091423034668,0.016082116232977974,0.018280385335286458
2020-02-01,0.017338187959459093,0.016940506829155814,0.019009282853868274,0.019860142601860895,0.019186842176649305,0.020265702141655816,0.017273838255140516,0.016591934627956814,0.0146746826171875,0.01758821275499132,0.01692325168185764,0.018664313422309026,0.0180027707417806,0.018242776658799913,0.019137939876980252,0.017087800767686633,0.01779320822821723,0.017504019207424587,0.015873312420315214,0.016425458060370553,0.01821390151977539,0.018789185418023005,0.017940093146430122,0.018245067596435547,0.016079107920328777,0.01564364857143826,0.016921120749579535,0.01443277464972602,0.01554383807712131,0.015248484081692167,0.01799667994181315,0.016640811496310765,0.015828001234266493,0.01584059715270996,0.01587312698364258,0.016892934375339085,0.01689498159620497,0.016196278466118708,0.015992974175347223,0.017801967196994357,0.0158491939968533,0.014168914159138997,0.014871341917249892,0.016276273727416992,0.01689709875318739,0.016265407138400606,0.016324372821384006,0.015825441148546008,0.016255615022447375,0.01703247176276313,0.015744796329074436,0.014245134989420573,0.014074913660685221,0.017248476876152885,0.015959464179144966,0.01908638212415907,0.014318082597520616,0.016372485690646702,0.020304603576660155,0.016294095781114366,0.01485015975104438,0.015227074093288846,0.016881674660576714,0.01605613602532281,0.01487715827094184,0.017874058617485894,0.016434803009033203,0.018048911624484593,0.014304897520277235,0.018233011033799915,0.015380172729492188,0.01686647627088759,0.018935777876112198,0.018262477450900608,0.015066316392686631,0.01626925892300076,0.016403445137871637,0.018646250830756293,0.017949225107828776,0.018947794172498915,0.017112605836656358,0.019900103674994573,0.018436395857069226,0.017836875915527343,0.017546684477064346,0.017066238191392687,0.017979166242811415,0.020280693901909723,0.020527676476372613,0.017874387105305988,0.017377009921603733,0.018385857476128472,0.0179148801167806,0.017257888582017687,0.016000398000081382,0.015876134236653645
2020-02-02,0.01634285185072157,0.02131196975708008,0.020477731492784288,0.017635210884941948,0.016747139824761285,0.01751702626546224,0.019687586890326608,0.017168971167670355,0.016411114798651802,0.016568899154663086,0.016508600446912977,0.017558407253689234,0.017915331522623697,0.01624166170756022,0.01939608891805013,0.017651820712619358,0.018152247534857856,0.017573008007473415,0.01688316133287218,0.01982179429796007,0.01754233996073405,0.016477685504489473,0.01806992001003689,0.014831663767496745,0.015773178736368815,0.015881674024793836,0.015287275314331055,0.01667924245198568,0.01647017584906684,0.015870369805230034,0.015018399556477864,0.016416893005371094,0.01663949754503038,0.01311388439602322,0.016441183090209963,0.016996503406100802,0.016337479485405815,0.01543975936041938,0.01657027350531684,0.01736405160692003,0.016977796554565428,0.016827210320366753,0.014390791787041559,0.014617507722642687,0.015436719258626302,0.01833689159817166,0.01658771832784017,0.015546733008490668,0.01640017933315701,0.017438155280219185,0.01889632331000434,0.01940797805786133,0.015583260854085287,0.013263077206081815,0.01678834491305881,0.01746103180779351,0.016864726808336047,0.017087623808119033,0.016589761310153536,0.01705203480190701,0.01694037119547526,0.016573153601752388,0.016264645258585612,0.014367148081461589,0.017786524030897352,0.016858266194661457,0.01667645984225803,0.01711753845214844,0.01998058107164171,0.017003765106201173,0.016777902179294164,0.015907539791531033,0.014794287151760526,0.01449912707010905,0.01920737796359592,0.016318019231160483,0.018236971961127387,0.017481750912136503,0.01759571075439453,0.017716919581095378,0.018998595343695746,0.016667806837293835,0.019237130482991537,0.019397114647759332,0.018858199649386936,0.0192586178249783,0.0189606687757704,0.01612415843539768,0.017939927842881946,0.015886616177029078,0.019479469723171657,0.017623669306437176,0.018854880862765842,0.017976468404134114,0.020027989281548395,0.018308550516764322
2020-02-08,0.023020377688937717,0.025513248443603517,0.023257225884331597,0.02481885486178928,0.02354642656114366,0.02671393076578776,0.024696326785617406,0.022346967061360676,0.019041497972276476,0.025025304158528647,0.023650525410970052,0.02533238728841146,0.02306046379937066,0.024347847832573783,0.024719242519802516,0.023249058193630642,0.022422438727484808,0.021423405541314017,0.02359296162923177,0.024357880486382377,0.02284836451212565,0.025689510769314236,0.02327040778266059,0.023854537540011937,0.02222338358561198,0.019942855834960936,0.021113094753689235,0.01995757632785373,0.020360592736138237,0.023318809933132595,0.02312848832872179,0.02002558602227105,0.02414399888780382,0.02047936545477973,0.022323718600802952,0.02068451139662001,0.020770274268256294,0.023160597483317058,0.024337215423583983,0.026455949147542318,0.021100567711724177,0.023528347015380858,0.02294808069864909,0.024776810540093317,0.022749197218153213,0.021900560590955947,0.022613182067871093,0.024815059238009984,0.02553953170776367,0.024674031999376084,0.02449015087551541,0.023570821550157335,0.023538324568006728,0.023951104482014974,0.023012877570258248,0.02399781545003255,0.022307253943549262,0.024422607421875,0.02612632327609592,0.024170525868733726,0.024388518863254122,0.02216946072048611,0.02783943812052409,0.022228967878553604,0.022708464728461372,0.023065223693847656,0.022045116424560546,0.02417499542236328,0.024423584408230253,0.024590738084581162,0.022462041642930773,0.022697730594211155,0.022080016665988498,0.022135740915934246,0.023939217461480033,0.02202940199110243,0.023638627794053818,0.026046943664550782,0.023779080708821614,0.025411300659179688,0.023235310448540582,0.02245170169406467,0.024091754489474825,0.024324639638264974,0.02498715506659614,0.022753251393636067,0.02399910820855035,0.02538566377427843,0.024037193722195094,0.025896835327148437,0.022396634419759115,0.024928614298502603,0.02438229454888238,0.025029513041178387,0.0234489991929796,0.02569029702080621
